,log_E,Freq
0,32.70011368226731,-1.3052282240684228
1,32.56353037438267,-1.0041982284044415
2,32.49630106563697,-0.8281069693487604
3,32.446599319141754,-0.7031682327404604
4,32.42725229860247,-0.6062582197324039
5,32.40338672865046,-0.5270769736847791
